CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Average_purchase_amt,Cash_advance_per_trx,Payment_to_Crlimit,Utilization,Oneoff_ratio,Installment_ratio,cluster_label
C10001,40.900749,0.818182,95.4,0.0,95.4,0.0,0.166667,0.0,0.083333,0.0,0,2,1000.0,201.802084,139.509787,0.0,12,47.7,0.0,0.20180208400000002,0.040900749,0.0,1.0,2
C10006,1809.828751,1.0,1333.28,0.0,1333.28,0.0,0.666667,0.0,0.583333,0.0,0,8,1800.0,1400.05777,2407.246035,0.0,12,166.66,0.0,0.7778098722222222,1.0054604172222221,0.0,1.0,2
C10008,1823.652743,1.0,436.2,0.0,436.2,0.0,1.0,0.0,1.0,0.0,0,12,2300.0,679.065082,532.03399,0.0,12,36.35,0.0,0.29524568782608696,0.7928924969565218,0.0,1.0,2
C10011,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,2172.697765,0.0,12,76.67666666666666,0.0,0.9027508391666667,1.0776041158333334,0.0,1.0,2
C10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,82.22807692307691,0.0,0.22078552466666668,0.12289244919999999,0.19643299827403143,0.8035670017259686,2
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,64.875,0.0,0.1018362648,0.0164357956,0.0,1.0,2
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,56.03888888888889,0.0,0.13237210561538462,0.153005556,0.3291365123426192,0.6708634876573808,2
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,33.22,0.0,0.263495116,0.89449273325,0.0,1.0,2
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,22.085,0.0,0.1115343,1.008342343,0.0,1.0,2
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,47.99411764705882,0.0,1.3109055322222223,0.07352346666666666,0.0,1.0,2
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,33.300000000000004,0.0,0.071768714,0.056593893,0.0,1.0,2
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,19.44,0.0,0.207773715,0.12569481700000001,0.0,1.0,2
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,20.0,0.0,0.023299677246376813,0.0031976072463768116,0.0,1.0,2
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,29.94911111111111,87.9078775,0.10766638316666666,0.19371222066666666,0.29679975662419955,0.7032002433758004,2
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,39.09142857142857,0.0,0.7941461668181818,0.31973651054545454,0.0,1.0,2
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,76.272,0.0,0.16827547070588236,0.625405364,0.3079767149150409,0.6920232850849591,2
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,1032.9199809979625,0.0,12,87.4,92.324346,0.0,0.9342965358333334,0.2219679633867277,0.7780320366132724,2
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,36.58,1013.659552,0.10353706176470588,0.27908655823529416,0.0,1.0,2
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,3.06816449115032,0.0,12,38.75,0.0,0.417016763,0.0066605169999999995,0.0,1.0,2
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,30.944918032786887,401.48734275,1.9935383772972974,1.0399388135135135,0.0,1.0,2
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,38.1,156.3498465,0.20611438544,0.8780293958400001,0.0,1.0,2
